window_size,stride_value,stride_type,eval_type,combined_mean_iou,binary_f1,multiclass_f1,binary_accuracy,binary_precision,binary_recall,multiclass_accuracy,iou_by_class,individual_mean_iou,total_gt_words,path,window_dir,stride_dir
1.0,60.0,percentage,eval_percent,12.23,0.36,0.35,0.3639,0.3452,0.1534,,"{'เย็ด': 13.48, 'กู': 11.48, 'มึง': 8.91, 'เหี้ย': 15.06}",16.49,378,frame_level_evaluation_results\eval_percent\window_1.0s\stride_60.0%,window_1.0s,stride_60.0%
1.0,70.0,percentage,eval_percent,13.63,0.35,0.34,0.3536,0.3295,0.1508,,"{'เย็ด': 8.649999999999999, 'กู': 13.08, 'มึง': 13.700000000000001, 'เหี้ย': 19.09}",17.28,378,frame_level_evaluation_results\eval_percent\window_1.0s\stride_70.0%,window_1.0s,stride_70.0%
1.0,80.0,percentage,eval_percent,13.91,0.36,0.35,0.3565,0.3185,0.1323,,"{'เย็ด': 11.76, 'กู': 11.74, 'มึง': 13.639999999999999, 'เหี้ย': 18.509999999999998}",17.03,378,frame_level_evaluation_results\eval_percent\window_1.0s\stride_80.0%,window_1.0s,stride_80.0%
1.0,90.0,percentage,eval_percent,14.12,0.34,0.34,0.3417,0.269,0.1032,,"{'เย็ด': 10.45, 'กู': 14.17, 'มึง': 13.04, 'เหี้ย': 18.83}",15.809999999999999,378,frame_level_evaluation_results\eval_percent\window_1.0s\stride_90.0%,window_1.0s,stride_90.0%
1.1,10.0,percentage,eval_percent,9.32,0.35,0.34,0.3536,0.3503,0.1825,,"{'เย็ด': 9.4, 'กู': 9.66, 'มึง': 7.1499999999999995, 'เหี้ย': 11.06}",18.92,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_10.0%,window_1.1s,stride_10.0%
1.1,100.0,percentage,eval_percent,14.549999999999999,0.36,0.36,0.3609,0.2787,0.0899,,"{'เย็ด': 14.82, 'กู': 15.52, 'มึง': 9.76, 'เหี้ย': 18.11}",14.829999999999998,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_100.0%,window_1.1s,stride_100.0%
1.1,20.0,percentage,eval_percent,10.47,0.35,0.34,0.3536,0.3439,0.172,,"{'เย็ด': 9.01, 'กู': 11.709999999999999, 'มึง': 9.47, 'เหี้ย': 11.700000000000001}",18.279999999999998,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_20.0%,window_1.1s,stride_20.0%
1.1,30.0,percentage,eval_percent,10.63,0.35,0.34,0.3462,0.3161,0.1455,,"{'เย็ด': 9.71, 'กู': 12.44, 'มึง': 7.33, 'เหี้ย': 13.059999999999999}",17.7,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_30.0%,window_1.1s,stride_30.0%
1.1,40.0,percentage,eval_percent,11.35,0.36,0.35,0.358,0.3272,0.1402,,"{'เย็ด': 8.43, 'กู': 13.77, 'มึง': 7.720000000000001, 'เหี้ย': 15.49}",16.75,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_40.0%,window_1.1s,stride_40.0%
1.1,50.0,percentage,eval_percent,12.33,0.35,0.34,0.3491,0.3086,0.1323,,"{'เย็ด': 14.82, 'กู': 12.26, 'มึง': 7.48, 'เหี้ย': 14.77}",16.17,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_50.0%,window_1.1s,stride_50.0%
1.1,60.0,percentage,eval_percent,11.16,0.35,0.34,0.3521,0.2973,0.1164,,"{'เย็ด': 8.43, 'กู': 12.72, 'มึง': 8.21, 'เหี้ย': 15.28}",15.32,378,frame_level_evaluation_results\eval_percent\window_1.1s\stride_60.0%,window_1.1s,stride_60.0%
